month,level_1,value
1988-05,MAS Core Inflation Measure,na
1988-06,All Items,59.466
1988-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-06,All Items Less Accommodation,na
1988-06,MAS Core Inflation Measure,na
1988-07,All Items,59.811
1988-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-07,All Items Less Accommodation,na
1988-07,MAS Core Inflation Measure,na
1988-08,All Items,59.789
1988-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-08,All Items Less Accommodation,na
1988-08,MAS Core Inflation Measure,na
1988-09,All Items,59.843
1988-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-09,All Items Less Accommodation,na
1988-09,MAS Core Inflation Measure,na
1988-10,All Items,59.712
1988-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-10,All Items Less Accommodation,na
1988-10,MAS Core Inflation Measure,na
1988-11,All Items,59.794
1988-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-11,All Items Less Accommodation,na
1988-11,MAS Core Inflation Measure,na
1988-12,All Items,59.941
1988-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-12,All Items Less Accommodation,na
1988-12,MAS Core Inflation Measure,na
1989-01,All Items,59.916
1989-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-01,All Items Less Accommodation,na
1989-01,MAS Core Inflation Measure,na
1989-02,All Items,60.074
1989-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-02,All Items Less Accommodation,na
1989-02,MAS Core Inflation Measure,na
1989-03,All Items,60.014
1989-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-03,All Items Less Accommodation,na
1989-03,MAS Core Inflation Measure,na
1989-04,All Items,60.359
1989-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-04,All Items Less Accommodation,na
1989-04,MAS Core Inflation Measure,na
1989-05,All Items,60.786
1989-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-05,All Items Less Accommodation,na
1989-05,MAS Core Inflation Measure,na
1989-06,All Items,61.062
1989-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-06,All Items Less Accommodation,na
1989-06,MAS Core Inflation Measure,na
1989-07,All Items,61.237
1989-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-07,All Items Less Accommodation,na
1989-07,MAS Core Inflation Measure,na
1989-08,All Items,61.312
1989-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-08,All Items Less Accommodation,na
1989-08,MAS Core Inflation Measure,na
1989-09,All Items,61.308
1989-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-09,All Items Less Accommodation,na
1989-09,MAS Core Inflation Measure,na
1989-10,All Items,61.617
1989-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-10,All Items Less Accommodation,na
1989-10,MAS Core Inflation Measure,na
1989-11,All Items,61.851
1989-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-11,All Items Less Accommodation,na
1989-11,MAS Core Inflation Measure,na
1989-12,All Items,61.926
1989-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1989-12,All Items Less Accommodation,na
1989-12,MAS Core Inflation Measure,na
1990-01,All Items,62.278
1990-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-01,All Items Less Accommodation,63.932
1990-01,MAS Core Inflation Measure,65.085
1990-02,All Items,62.399
1990-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-02,All Items Less Accommodation,64.071
1990-02,MAS Core Inflation Measure,65.2
1990-03,All Items,62.218
1990-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-03,All Items Less Accommodation,63.864
1990-03,MAS Core Inflation Measure,64.966
1990-04,All Items,62.567
1990-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-04,All Items Less Accommodation,64.255
1990-04,MAS Core Inflation Measure,65.374
1990-05,All Items,62.729
1990-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-05,All Items Less Accommodation,64.428
1990-05,MAS Core Inflation Measure,65.509
1990-06,All Items,62.815
1990-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-06,All Items Less Accommodation,64.403
1990-06,MAS Core Inflation Measure,65.505
1990-07,All Items,62.844
1990-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-07,All Items Less Accommodation,64.332
1990-07,MAS Core Inflation Measure,65.438
1990-08,All Items,63.069
1990-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-08,All Items Less Accommodation,64.588
1990-08,MAS Core Inflation Measure,65.428
1990-09,All Items,63.498
1990-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-09,All Items Less Accommodation,65.077
1990-09,MAS Core Inflation Measure,65.35
1990-10,All Items,64.002
1990-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-10,All Items Less Accommodation,65.639
1990-10,MAS Core Inflation Measure,65.949
1990-11,All Items,63.986
1990-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-11,All Items Less Accommodation,65.619
1990-11,MAS Core Inflation Measure,66.553
1990-12,All Items,64.291
1990-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1990-12,All Items Less Accommodation,65.967
1990-12,MAS Core Inflation Measure,67.047
1991-01,All Items,64.358
1991-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-01,All Items Less Accommodation,66.024
1991-01,MAS Core Inflation Measure,67.165
1991-02,All Items,64.884
1991-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-02,All Items Less Accommodation,66.624
1991-02,MAS Core Inflation Measure,67.653
1991-03,All Items,64.572
1991-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-03,All Items Less Accommodation,66.269
1991-03,MAS Core Inflation Measure,67.538
1991-04,All Items,64.907
1991-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-04,All Items Less Accommodation,66.637
1991-04,MAS Core Inflation Measure,67.878
1991-05,All Items,65.118
1991-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-05,All Items Less Accommodation,66.878
1991-05,MAS Core Inflation Measure,67.974
1991-06,All Items,65.27
1991-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-06,All Items Less Accommodation,67.05
1991-06,MAS Core Inflation Measure,68.002
1991-07,All Items,65.356
1991-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-07,All Items Less Accommodation,67.139
1991-07,MAS Core Inflation Measure,68.115
1991-08,All Items,65.518
1991-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-08,All Items Less Accommodation,67.324
1991-08,MAS Core Inflation Measure,68.06
1991-09,All Items,65.481
1991-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-09,All Items Less Accommodation,67.281
1991-09,MAS Core Inflation Measure,68.194
1991-10,All Items,65.51
1991-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-10,All Items Less Accommodation,67.243
1991-10,MAS Core Inflation Measure,68.3
1991-11,All Items,65.615
1991-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-11,All Items Less Accommodation,67.362
1991-11,MAS Core Inflation Measure,68.344
1991-12,All Items,66.139
1991-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1991-12,All Items Less Accommodation,67.96
1991-12,MAS Core Inflation Measure,68.899
1992-01,All Items,66.139
1992-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-01,All Items Less Accommodation,67.876
1992-01,MAS Core Inflation Measure,68.753
1992-02,All Items,66.05
1992-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-02,All Items Less Accommodation,67.775
1992-02,MAS Core Inflation Measure,68.782
1992-03,All Items,65.933
1992-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-03,All Items Less Accommodation,67.642
1992-03,MAS Core Inflation Measure,68.651
1992-04,All Items,66.347
1992-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-04,All Items Less Accommodation,67.945
1992-04,MAS Core Inflation Measure,68.906
1992-05,All Items,66.691
1992-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-05,All Items Less Accommodation,68.337
1992-05,MAS Core Inflation Measure,69.153
1992-06,All Items,66.699
1992-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-06,All Items Less Accommodation,68.344
1992-06,MAS Core Inflation Measure,69.142
1992-07,All Items,66.985
1992-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-07,All Items Less Accommodation,68.526
1992-07,MAS Core Inflation Measure,69.3
1992-08,All Items,66.867
1992-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-08,All Items Less Accommodation,68.392
1992-08,MAS Core Inflation Measure,69.113
1992-09,All Items,66.912
1992-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-09,All Items Less Accommodation,68.444
1992-09,MAS Core Inflation Measure,69.173
1992-10,All Items,67.078
1992-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-10,All Items Less Accommodation,68.593
1992-10,MAS Core Inflation Measure,69.28
1992-11,All Items,67.268
1992-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-11,All Items Less Accommodation,68.808
1992-11,MAS Core Inflation Measure,69.437
1992-12,All Items,67.323
1992-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1992-12,All Items Less Accommodation,68.871
1992-12,MAS Core Inflation Measure,69.612
1993-01,All Items,67.839
1993-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-01,All Items Less Accommodation,69.324
1993-01,MAS Core Inflation Measure,70.231
1993-02,All Items,67.522
1993-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-02,All Items Less Accommodation,68.938
1993-02,MAS Core Inflation Measure,69.833
1993-03,All Items,67.687
1993-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-03,All Items Less Accommodation,69.138
1993-03,MAS Core Inflation Measure,69.968
1993-04,All Items,67.885
1993-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-04,All Items Less Accommodation,69.365
1993-04,MAS Core Inflation Measure,70.085
1993-05,All Items,68.073
1993-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-05,All Items Less Accommodation,69.594
1993-05,MAS Core Inflation Measure,70.281
1993-06,All Items,68.096
1993-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-06,All Items Less Accommodation,69.622
1993-06,MAS Core Inflation Measure,70.26
1993-07,All Items,68.42
1993-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-07,All Items Less Accommodation,69.967
1993-07,MAS Core Inflation Measure,70.575
1993-08,All Items,68.313
1993-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-08,All Items Less Accommodation,69.835
1993-08,MAS Core Inflation Measure,70.433
1993-09,All Items,68.35
1993-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-09,All Items Less Accommodation,69.856
1993-09,MAS Core Inflation Measure,70.368
1993-10,All Items,68.592
1993-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-10,All Items Less Accommodation,70.086
1993-10,MAS Core Inflation Measure,70.525
1993-11,All Items,68.807
1993-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-11,All Items Less Accommodation,70.347
1993-11,MAS Core Inflation Measure,70.687
1993-12,All Items,69.042
1993-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1993-12,All Items Less Accommodation,70.634
1993-12,MAS Core Inflation Measure,70.815
1994-01,All Items,69.392
1994-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-01,All Items Less Accommodation,71.03
1994-01,MAS Core Inflation Measure,71.059
1994-02,All Items,69.617
1994-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-02,All Items Less Accommodation,71.304
1994-02,MAS Core Inflation Measure,71.546
1994-03,All Items,69.269
1994-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-03,All Items Less Accommodation,70.88
1994-03,MAS Core Inflation Measure,71.303
1994-04,All Items,69.79
1994-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-04,All Items Less Accommodation,71.38
1994-04,MAS Core Inflation Measure,71.699
1994-05,All Items,70.142
1994-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-05,All Items Less Accommodation,71.809
1994-05,MAS Core Inflation Measure,72.013
1994-06,All Items,70.477
1994-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-06,All Items Less Accommodation,72.216
1994-06,MAS Core Inflation Measure,72.325
1994-07,All Items,70.612
1994-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-07,All Items Less Accommodation,72.428
1994-07,MAS Core Inflation Measure,72.452
1994-08,All Items,70.703
1994-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-08,All Items Less Accommodation,72.538
1994-08,MAS Core Inflation Measure,72.493
1994-09,All Items,70.73
1994-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-09,All Items Less Accommodation,72.567
1994-09,MAS Core Inflation Measure,72.461
1994-10,All Items,70.971
1994-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-10,All Items Less Accommodation,72.848
1994-10,MAS Core Inflation Measure,72.619
1994-11,All Items,71.234
1994-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-11,All Items Less Accommodation,73.167
1994-11,MAS Core Inflation Measure,72.734
1994-12,All Items,71.028
1994-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1994-12,All Items Less Accommodation,72.917
1994-12,MAS Core Inflation Measure,72.721
1995-01,All Items,71.182
1995-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-01,All Items Less Accommodation,73.093
1995-01,MAS Core Inflation Measure,73.211
1995-02,All Items,71.255
1995-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-02,All Items Less Accommodation,73.183
1995-02,MAS Core Inflation Measure,73.469
1995-03,All Items,71.036
1995-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-03,All Items Less Accommodation,72.916
1995-03,MAS Core Inflation Measure,73.3
1995-04,All Items,71.379
1995-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-04,All Items Less Accommodation,73.303
1995-04,MAS Core Inflation Measure,73.578
1995-05,All Items,71.654
1995-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-05,All Items Less Accommodation,73.638
1995-05,MAS Core Inflation Measure,73.693
1995-06,All Items,71.76
1995-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-06,All Items Less Accommodation,73.767
1995-06,MAS Core Inflation Measure,73.715
1995-07,All Items,71.647
1995-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-07,All Items Less Accommodation,73.638
1995-07,MAS Core Inflation Measure,73.747
1995-08,All Items,71.667
1995-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-08,All Items Less Accommodation,73.661
1995-08,MAS Core Inflation Measure,73.866
1995-09,All Items,71.671
1995-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-09,All Items Less Accommodation,73.665
1995-09,MAS Core Inflation Measure,73.864
1995-10,All Items,71.749
1995-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-10,All Items Less Accommodation,73.761
1995-10,MAS Core Inflation Measure,73.859
1995-11,All Items,71.894
1995-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-11,All Items Less Accommodation,73.938
1995-11,MAS Core Inflation Measure,74.097
1995-12,All Items,71.626
1995-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1995-12,All Items Less Accommodation,73.61
1995-12,MAS Core Inflation Measure,74.013
1996-01,All Items,71.824
1996-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-01,All Items Less Accommodation,73.834
1996-01,MAS Core Inflation Measure,74.213
1996-02,All Items,72.412
1996-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-02,All Items Less Accommodation,74.547
1996-02,MAS Core Inflation Measure,74.937
1996-03,All Items,72.095
1996-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-03,All Items Less Accommodation,74.16
1996-03,MAS Core Inflation Measure,74.513
1996-04,All Items,72.174
1996-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-04,All Items Less Accommodation,74.242
1996-04,MAS Core Inflation Measure,74.733
1996-05,All Items,72.519
1996-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-05,All Items Less Accommodation,74.661
1996-05,MAS Core Inflation Measure,74.968
1996-06,All Items,72.591
1996-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-06,All Items Less Accommodation,74.749
1996-06,MAS Core Inflation Measure,75.064
1996-07,All Items,72.593
1996-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-07,All Items Less Accommodation,74.723
1996-07,MAS Core Inflation Measure,75.109
1996-08,All Items,72.695
1996-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-08,All Items Less Accommodation,74.847
1996-08,MAS Core Inflation Measure,75.253
1996-09,All Items,72.728
1996-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-09,All Items Less Accommodation,74.887
1996-09,MAS Core Inflation Measure,75.262
1996-10,All Items,72.748
1996-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-10,All Items Less Accommodation,74.889
1996-10,MAS Core Inflation Measure,75.255
1996-11,All Items,72.923
1996-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-11,All Items Less Accommodation,75.102
1996-11,MAS Core Inflation Measure,75.434
1996-12,All Items,73.058
1996-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1996-12,All Items Less Accommodation,75.265
1996-12,MAS Core Inflation Measure,75.569
1997-01,All Items,73.212
1997-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-01,All Items Less Accommodation,75.39
1997-01,MAS Core Inflation Measure,75.579
1997-02,All Items,73.588
1997-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-02,All Items Less Accommodation,75.846
1997-02,MAS Core Inflation Measure,76.182
1997-03,All Items,73.226
1997-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-03,All Items Less Accommodation,75.406
1997-03,MAS Core Inflation Measure,75.741
1997-04,All Items,73.563
1997-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-04,All Items Less Accommodation,75.652
1997-04,MAS Core Inflation Measure,75.868
1997-05,All Items,73.714
1997-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-05,All Items Less Accommodation,75.836
1997-05,MAS Core Inflation Measure,75.89
1997-06,All Items,73.844
1997-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-06,All Items Less Accommodation,75.994
1997-06,MAS Core Inflation Measure,75.887
1997-07,All Items,74.132
1997-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-07,All Items Less Accommodation,76.231
1997-07,MAS Core Inflation Measure,76.105
1997-08,All Items,74.386
1997-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-08,All Items Less Accommodation,76.541
1997-08,MAS Core Inflation Measure,76.457
1997-09,All Items,74.541
1997-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-09,All Items Less Accommodation,76.729
1997-09,MAS Core Inflation Measure,76.663
1997-10,All Items,74.578
1997-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-10,All Items Less Accommodation,76.568
1997-10,MAS Core Inflation Measure,76.515
1997-11,All Items,74.631
1997-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-11,All Items Less Accommodation,76.632
1997-11,MAS Core Inflation Measure,76.643
1997-12,All Items,74.554
1997-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1997-12,All Items Less Accommodation,76.536
1997-12,MAS Core Inflation Measure,76.648
1998-01,All Items,74.324
1998-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-01,All Items Less Accommodation,76.231
1998-01,MAS Core Inflation Measure,77.051
1998-02,All Items,74.276
1998-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-02,All Items Less Accommodation,76.177
1998-02,MAS Core Inflation Measure,76.948
1998-03,All Items,73.894
1998-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-03,All Items Less Accommodation,75.716
1998-03,MAS Core Inflation Measure,76.522
1998-04,All Items,73.936
1998-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-04,All Items Less Accommodation,75.746
1998-04,MAS Core Inflation Measure,76.568
1998-05,All Items,73.762
1998-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-05,All Items Less Accommodation,75.539
1998-05,MAS Core Inflation Measure,76.306
1998-06,All Items,73.702
1998-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-06,All Items Less Accommodation,75.471
1998-06,MAS Core Inflation Measure,76.193
1998-07,All Items,73.777
1998-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-07,All Items Less Accommodation,75.566
1998-07,MAS Core Inflation Measure,76.292
1998-08,All Items,73.668
1998-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-08,All Items Less Accommodation,75.435
1998-08,MAS Core Inflation Measure,76.335
1998-09,All Items,73.599
1998-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-09,All Items Less Accommodation,75.351
1998-09,MAS Core Inflation Measure,76.351
1998-10,All Items,73.484
1998-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-10,All Items Less Accommodation,75.249
1998-10,MAS Core Inflation Measure,76.288
1998-11,All Items,73.651
1998-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-11,All Items Less Accommodation,75.452
1998-11,MAS Core Inflation Measure,76.55
1998-12,All Items,73.489
1998-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1998-12,All Items Less Accommodation,75.256
1998-12,MAS Core Inflation Measure,76.393
1999-01,All Items,73.642
1999-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-01,All Items Less Accommodation,75.531
1999-01,MAS Core Inflation Measure,76.724
1999-02,All Items,73.733
1999-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-02,All Items Less Accommodation,75.641
1999-02,MAS Core Inflation Measure,76.856
1999-03,All Items,73.51
1999-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-03,All Items Less Accommodation,75.371
1999-03,MAS Core Inflation Measure,76.539
1999-04,All Items,73.7
1999-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-04,All Items Less Accommodation,75.731
1999-04,MAS Core Inflation Measure,76.843
1999-05,All Items,73.869
1999-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-05,All Items Less Accommodation,75.934
1999-05,MAS Core Inflation Measure,76.933
1999-06,All Items,73.796
1999-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-06,All Items Less Accommodation,75.846
1999-06,MAS Core Inflation Measure,76.755
1999-07,All Items,73.898
1999-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-07,All Items Less Accommodation,76.083
1999-07,MAS Core Inflation Measure,77.064
1999-08,All Items,73.944
1999-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-08,All Items Less Accommodation,76.138
1999-08,MAS Core Inflation Measure,76.993
1999-09,All Items,73.916
1999-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-09,All Items Less Accommodation,76.104
1999-09,MAS Core Inflation Measure,76.894
1999-10,All Items,73.861
1999-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-10,All Items Less Accommodation,76.092
1999-10,MAS Core Inflation Measure,76.816
1999-11,All Items,73.915
1999-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-11,All Items Less Accommodation,76.158
1999-11,MAS Core Inflation Measure,76.939
1999-12,All Items,73.987
1999-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1999-12,All Items Less Accommodation,76.245
1999-12,MAS Core Inflation Measure,77.007
2000-01,All Items,74.314
2000-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-01,All Items Less Accommodation,76.657
2000-01,MAS Core Inflation Measure,77.45
2000-02,All Items,74.668
2000-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-02,All Items Less Accommodation,77.084
2000-02,MAS Core Inflation Measure,77.824
2000-03,All Items,74.411
2000-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-03,All Items Less Accommodation,76.774
2000-03,MAS Core Inflation Measure,77.518
2000-04,All Items,74.519
2000-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-04,All Items Less Accommodation,76.904
2000-04,MAS Core Inflation Measure,77.552
2000-05,All Items,74.249
2000-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-05,All Items Less Accommodation,76.579
2000-05,MAS Core Inflation Measure,77.438
2000-06,All Items,74.371
2000-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-06,All Items Less Accommodation,76.726
2000-06,MAS Core Inflation Measure,77.525
2000-07,All Items,74.752
2000-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-07,All Items Less Accommodation,77.168
2000-07,MAS Core Inflation Measure,77.945
2000-08,All Items,75.145
2000-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-08,All Items Less Accommodation,77.643
2000-08,MAS Core Inflation Measure,78.431
2000-09,All Items,75.163
2000-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-09,All Items Less Accommodation,77.664
2000-09,MAS Core Inflation Measure,78.354
2000-10,All Items,75.221
2000-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-10,All Items Less Accommodation,77.686
2000-10,MAS Core Inflation Measure,78.395
2000-11,All Items,75.386
2000-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-11,All Items Less Accommodation,77.887
2000-11,MAS Core Inflation Measure,78.759
2000-12,All Items,75.513
2000-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2000-12,All Items Less Accommodation,78.039
2000-12,MAS Core Inflation Measure,78.882
2001-01,All Items,75.792
2001-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-01,All Items Less Accommodation,78.326
2001-01,MAS Core Inflation Measure,79.382
2001-02,All Items,75.649
2001-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-02,All Items Less Accommodation,78.153
2001-02,MAS Core Inflation Measure,79.235
2001-03,All Items,75.784
2001-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-03,All Items Less Accommodation,78.316
2001-03,MAS Core Inflation Measure,79.291
2001-04,All Items,75.992
2001-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-04,All Items Less Accommodation,78.568
2001-04,MAS Core Inflation Measure,79.565
2001-05,All Items,75.685
2001-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-05,All Items Less Accommodation,78.198
2001-05,MAS Core Inflation Measure,79.211
2001-06,All Items,75.271
2001-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-06,All Items Less Accommodation,77.697
2001-06,MAS Core Inflation Measure,78.993
2001-07,All Items,75.722
2001-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
2001-07,All Items Less Accommodation,78.247
