,full_address,latitude,longitude
4555,272B JURONG WEST ST 24 Singapore,1.3505891,103.7049802
4556,811 JURONG WEST ST 81 Singapore,1.3466813,103.6964745
4557,757 JURONG WEST ST 74 Singapore,1.349953,103.7009082
4558,670A JURONG WEST ST 65 Singapore,1.3440803,103.7028989
4559,659C JURONG WEST ST 65 Singapore,1.3365034,103.7020393
4560,182 YUNG SHENG RD Singapore,1.3338055,103.7224683
4561,988B JURONG WEST ST 93 Singapore,1.336203,103.695777
4562,199 BOON LAY DR Singapore,1.3438483,103.7146402
4563,678C JURONG WEST ST 64 Singapore,1.3448083,103.7037133
4564,989A JURONG WEST ST 93 Singapore,1.3359965,103.6945743
4565,653C JURONG WEST ST 61 Singapore,1.3354704,103.6969269
4566,664A JURONG WEST ST 64 Singapore,1.3390968,103.7032609
4567,989D JURONG WEST ST 93 Singapore,1.335564,103.6954668
4568,553 JURONG WEST ST 42 Singapore,1.3532181,103.7190328
4569,640 JURONG WEST ST 61 Singapore,1.3400878,103.6964745
4570,426 JURONG WEST AVE 1 Singapore,1.3516479,103.7247082
4571,987C JURONG WEST ST 93 Singapore,1.3366526,103.6951172
4572,637 JURONG WEST ST 61 Singapore,1.3414719,103.6978317
4573,666B JURONG WEST ST 65 Singapore,1.339543,103.7020846
4574,671A JURONG WEST ST 65 Singapore,1.3441567,103.702356
4575,860 JURONG WEST ST 81 Singapore,1.3490244,103.6967459
4576,609 JURONG WEST ST 65 Singapore,1.3380052,103.7006001
4577,665B JURONG WEST ST 64 Singapore,1.3397592,103.702718
4578,665A JURONG WEST ST 64 Singapore,1.3399026,103.7032609
4579,469 JURONG WEST ST 41 Singapore,1.3485173,103.7212692
4580,35 JLN BAHAGIA Singapore,1.3268129,103.8576089
4581,74 WHAMPOA DR Singapore,1.3248902,103.8579033
4582,49 DORSET RD Singapore,1.3128773,103.8500142
4583,16 UPP BOON KENG RD Singapore,1.3155916,103.8718552
4584,463 CRAWFORD LANE Singapore,1.3051126,103.8621612
4585,15 FARRER PK RD Singapore,1.3110963,103.8517432
4586,50 JLN BAHAGIA Singapore,1.3277346,103.8563859
4587,60 JLN BAHAGIA Singapore,1.3279713,103.8570999
4588,29 JLN BAHAGIA Singapore,1.3254684,103.8591716
4589,16 JLN TENTERAM Singapore,1.328185,103.8593724
4590,43 CAMBRIDGE RD Singapore,1.3154993,103.8493879
4591,11 ST. GEORGE'S RD Singapore,1.3231216,103.863271
4592,815 JELLICOE RD Singapore,1.3068711,103.8616176
4593,108C MCNAIR RD Singapore,1.3198324,103.8594434
4594,38B BENDEMEER RD Singapore,1.3204988,103.8668888
4595,13 ST. GEORGE'S RD Singapore,1.3233236,103.8626847
4596,14 UPP BOON KENG RD Singapore,1.3150695,103.8703829
4597,104 TOWNER RD Singapore,1.3198425,103.8608702
4598,32 MARINE CRES Singapore,1.3031148,103.9117708
4599,59 MARINE TER Singapore,1.3058783,103.9144897
4600,30 MARINE CRES Singapore,1.3042516,103.9111817
4601,55 MARINE TER Singapore,1.3054058,103.9139912
4602,45 MARINE CRES Singapore,1.304537,103.9124505
4603,255 PASIR RIS ST 21 Singapore,1.3685588,103.9642089
4604,750 PASIR RIS ST 71 Singapore,1.3782003,103.9347242
4605,423 PASIR RIS DR 6 Singapore,1.3699334,103.9546897
4606,414 PASIR RIS DR 6 Singapore,1.3722523,103.9563124
4607,104 PASIR RIS ST 12 Singapore,1.3678583,103.9588599
4608,252 PASIR RIS ST 21 Singapore,1.3684226,103.9624863
4609,640 PASIR RIS DR 1 Singapore,1.3758223,103.9404348
4610,752 PASIR RIS ST 71 Singapore,1.377994,103.9347419
4611,753 PASIR RIS ST 71 Singapore,1.377159,103.9342936
4612,186 PASIR RIS ST 11 Singapore,1.3649799,103.9596079
4613,629 PASIR RIS DR 3 Singapore,1.3789711,103.9405708
4614,147 PASIR RIS ST 13 Singapore,1.3631539,103.9619424
4615,557 PASIR RIS ST 51 Singapore,1.3669456,103.952242
4616,758 PASIR RIS ST 71 Singapore,1.3767977,103.9334779
4617,269 PASIR RIS ST 21 Singapore,1.365267,103.9636649
4618,207 PASIR RIS ST 21 Singapore,1.3665193,103.9623957
4619,131 PASIR RIS ST 11 Singapore,1.3656756,103.9565028
4620,649 PASIR RIS DR 10 Singapore,1.378508,103.9383953
4621,713 PASIR RIS ST 72 Singapore,1.3825592,103.9377381
4622,161 PASIR RIS ST 13 Singapore,1.363667,103.9618517
4623,584 PASIR RIS ST 53 Singapore,1.3750865,103.9471428
4624,196D PUNGGOL FIELD Singapore,1.399617,103.907241
4625,107B EDGEFIELD PLAINS Singapore,1.3971265,103.9070828
4626,638A PUNGGOL DR Singapore,1.3999954,103.9146934
4627,101D PUNGGOL FIELD Singapore,1.3985575,103.9061667
4628,117 EDGEFIELD PLAINS Singapore,1.395671,103.906299
4629,173B PUNGGOL FIELD Singapore,1.396488,103.909905
4630,126B EDGEDALE PLAINS Singapore,1.394273,103.9111999
4631,105D EDGEFIELD PLAINS Singapore,1.3973795,103.9052231
4632,201A PUNGGOL FIELD Singapore,1.400391,103.903572
4633,175A PUNGGOL FIELD Singapore,1.397376,103.90892
4634,188 PUNGGOL CTRL Singapore,1.399395,103.910606
4635,113 C'WEALTH CRES Singapore,1.3068443,103.7979674
4636,18 GHIM MOH RD Singapore,1.3102163,103.7870789
4637,164 STIRLING RD Singapore,1.2914763,103.8023818
4638,82 C'WEALTH CL Singapore,1.3042878,103.8004802
4639,61C STRATHMORE AVE Singapore,1.2938313,103.8113744
4640,50 STIRLING RD Singapore,1.2969814,103.8037577
4641,30 HOLLAND CL Singapore,1.3077976,103.7966912
4642,45 HOLLAND DR Singapore,1.3088129,103.7926702
4643,146 MEI LING ST Singapore,1.2940609,103.8045099
4644,410 SEMBAWANG DR Singapore,1.4526506,103.8179808
4645,507C WELLINGTON CIRCLE Singapore,1.4522329,103.8231658
4646,413 SEMBAWANG DR Singapore,1.4517896,103.8178152
4647,312 SEMBAWANG DR Singapore,1.4444829,103.82106
4648,466D SEMBAWANG DR Singapore,1.455854,103.8135205
4649,414 SEMBAWANG DR Singapore,1.4516413,103.8179582
4650,359C ADMIRALTY DR Singapore,1.449331,103.8146299
4651,306 CANBERRA RD Singapore,1.4460356,103.8222609
4652,353A ADMIRALTY DR Singapore,1.4506748,103.8189461
4653,352A CANBERRA RD Singapore,1.4507943,103.8197559
4654,470 SEMBAWANG DR Singapore,1.4516582,103.8152412
4655,359 ADMIRALTY DR Singapore,1.4496709,103.8160563
4656,504D MONTREAL DR Singapore,1.4506496,103.8239356
4657,588A MONTREAL DR Singapore,1.4506213,103.8255618
4658,423 CANBERRA RD Singapore,1.4536959,103.8181393
4659,468A ADMIRALTY DR Singapore,1.4506388,103.8138828
4660,436C FERNVALE RD Singapore,1.392317,103.876947
4661,145 RIVERVALE DR Singapore,1.389939,103.906545
4662,307A ANCHORVALE RD Singapore,1.389375,103.887916
4663,228B COMPASSVALE WALK Singapore,1.387903,103.901196
4664,120B RIVERVALE DR Singapore,1.385686,103.90439
4665,314B ANCHORVALE LINK Singapore,1.3911551,103.8885601
4666,311C ANCHORVALE LANE Singapore,1.391837,103.88439
4667,307C ANCHORVALE RD Singapore,1.3899886,103.8870544
4668,275B COMPASSVALE LINK Singapore,1.383235,103.894541
4669,409B FERNVALE RD Singapore,1.3896184,103.8768457
4670,269B COMPASSVALE LINK Singapore,1.383666,103.895533
4671,264E COMPASSVALE BOW Singapore,1.381739,103.89555
4672,226B COMPASSVALE WALK Singapore,1.387662,103.8992648
4673,296A COMPASSVALE CRES Singapore,1.39706,103.899223
4674,256 COMPASSVALE RD Singapore,1.393697,103.899015
4675,408C FERNVALE RD Singapore,1.3892275,103.8764759
4676,413B FERNVALE LINK Singapore,1.3898013,103.8785598
4677,258B COMPASSVALE RD Singapore,1.39278,103.897402
4678,303A ANCHORVALE LINK Singapore,1.387011,103.890942
4679,320B ANCHORVALE DR Singapore,1.3912261,103.8907188
4680,317B ANCHORVALE RD Singapore,1.393885,103.8883929
4681,261B SENGKANG EAST WAY Singapore,1.3936853,103.8941981
4682,206A COMPASSVALE LANE Singapore,1.386743,103.8967048
4683,258C COMPASSVALE RD Singapore,1.39325,103.897604
4684,325B SENGKANG EAST WAY Singapore,1.3929689,103.89061
4685,318B ANCHORVALE LINK Singapore,1.3939733,103.8892884
4686,225B COMPASSVALE WALK Singapore,1.387819,103.899024
4687,259C COMPASSVALE RD Singapore,1.393385,103.898109
4688,261A SENGKANG EAST WAY Singapore,1.3940616,103.8943686
4689,261D SENGKANG EAST WAY Singapore,1.393531,103.894507
4690,224D COMPASSVALE WALK Singapore,1.38875,103.89858
4691,250D COMPASSVALE ST Singapore,1.39308,103.899956
4692,103 RIVERVALE WALK Singapore,1.3830001,103.90076
4693,119C RIVERVALE DR Singapore,1.384721,103.903279
4694,315B ANCHORVALE RD Singapore,1.3921839,103.8883146
4695,311 SERANGOON AVE 2 Singapore,1.3537684,103.8662589
4696,112 SERANGOON NTH AVE 1 Singapore,1.3691808,103.8714928
4697,5 LOR LEW LIAN Singapore,1.3500532,103.8768157
4698,261 SERANGOON CTRL DR Singapore,1.3539372,103.872293
4699,524 SERANGOON NTH AVE 4 Singapore,1.3727297,103.8727425
4700,226 SERANGOON AVE 4 Singapore,1.3568796,103.8708586
4701,327 SERANGOON AVE 3 Singapore,1.3506142,103.8684803
4702,229 SERANGOON AVE 4 Singapore,1.3560045,103.8702244
4703,334 SERANGOON AVE 3 Singapore,1.3501617,103.8707453
4704,230 SERANGOON AVE 4 Singapore,1.3561547,103.8695902
4705,232 SERANGOON AVE 3 Singapore,1.3547502,103.8687068
4706,241 SERANGOON AVE 3 Singapore,1.3532961,103.8700432
4707,231 SERANGOON AVE 3 Singapore,1.3549177,103.8682312
4708,335 SERANGOON AVE 3 Singapore,1.3494095,103.8710398
4709,419 SERANGOON CTRL Singapore,1.3490651,103.8756855
4710,201 SERANGOON CTRL Singapore,1.3510051,103.8736672
4711,510 SERANGOON NTH AVE 4 Singapore,1.3707514,103.8758138
4712,141 SERANGOON NTH AVE 2 Singapore,1.3685771,103.8744826
4713,312 SERANGOON AVE 2 Singapore,1.3532482,103.8656944
4714,520 SERANGOON NTH AVE 4 Singapore,1.3721725,103.873486
4715,525 SERANGOON NTH AVE 4 Singapore,1.3722515,103.8726223
4716,111 TAMPINES ST 11 Singapore,1.3469153,103.9473468
4717,204 TAMPINES ST 21 Singapore,1.3522152,103.9516301
4718,415 TAMPINES ST 41 Singapore,1.3593618,103.9469842
4719,878 TAMPINES AVE 8 Singapore,1.3521682,103.9315291
4720,267 TAMPINES ST 21 Singapore,1.350784,103.9491598
4721,276 TAMPINES ST 22 Singapore,1.3474818,103.9506103
4722,265 TAMPINES ST 21 Singapore,1.3524623,103.9500663
4723,212 TAMPINES ST 23 Singapore,1.3544148,103.9541458
4724,915 TAMPINES ST 91 Singapore,1.3486079,103.9395057
4725,897A TAMPINES ST 81 Singapore,1.347498,103.9352907
4726,264 TAMPINES ST 21 Singapore,1.3528219,103.9511542
4727,263 TAMPINES ST 21 Singapore,1.3532622,103.9509729
4728,202 TAMPINES ST 21 Singapore,1.3529624,103.9521514
4729,231 TAMPINES ST 21 Singapore,1.3559635,103.9490918
4730,496E TAMPINES AVE 9 Singapore,1.3611206,103.949817
4731,839 TAMPINES ST 83 Singapore,1.3511809,103.9344976
4732,110 TAMPINES ST 11 Singapore,1.3469774,103.9492505
4733,343 TAMPINES ST 33 Singapore,1.351884,103.9613077
4734,869 TAMPINES ST 83 Singapore,1.3546824,103.9334779
4735,138 SIMEI ST 1 Singapore,1.3472804,103.9568881
4736,491B TAMPINES AVE 9 Singapore,1.3622661,103.9542138
4737,316 TAMPINES ST 33 Singapore,1.3516846,103.9578627
4738,227 SIMEI ST 4 Singapore,1.342162,103.9561175
4739,159 TAMPINES ST 12 Singapore,1.3510222,103.945987
4740,232 SIMEI ST 4 Singapore,1.3442229,103.9572281
4741,503 TAMPINES CTRL 1 Singapore,1.3564777,103.9456697
4742,816 TAMPINES AVE 4 Singapore,1.3476981,103.9375492
4743,489A TAMPINES ST 45 Singapore,1.360636,103.9574279
4744,494B TAMPINES AVE 9 Singapore,1.3599593,103.9503541
4745,449 TAMPINES ST 42 Singapore,1.3570683,103.9510635
4746,496F TAMPINES AVE 9 Singapore,1.3606046,103.9504063
4747,372 TAMPINES ST 34 Singapore,1.3563868,103.9580214
4748,304 TAMPINES ST 32 Singapore,1.3521323,103.9564122
4749,405 TAMPINES ST 41 Singapore,1.3577816,103.9449219
4750,842H TAMPINES ST 82 Singapore,1.3509299,103.936741
4751,255 SIMEI ST 1 Singapore,1.3423347,103.9515848
4752,336 TAMPINES ST 32 Singapore,1.352623,103.960184
4753,856F TAMPINES ST 82 Singapore,1.3530042,103.9387805
4754,55 LOR 5 TOA PAYOH Singapore,1.3373722,103.8510185
4755,234 LOR 8 TOA PAYOH Singapore,1.3385765,103.8579939
4756,163 LOR 1 TOA PAYOH Singapore,1.3320686,103.8440435
4757,199 TOA PAYOH NTH Singapore,1.3419864,103.8506561
4758,20 LOR 7 TOA PAYOH Singapore,1.3349217,103.857088
4759,61 LOR 5 TOA PAYOH Singapore,1.3363961,103.8520829
4760,18 LOR 7 TOA PAYOH Singapore,1.3358021,103.8567256
4761,157 LOR 1 TOA PAYOH Singapore,1.3322799,103.8454928
4762,66 LOR 4 TOA PAYOH Singapore,1.3350256,103.8517432
4763,108 POTONG PASIR AVE 1 Singapore,1.3350245,103.8678461
4764,105 POTONG PASIR AVE 1 Singapore,1.3344885,103.8687748
4765,143 LOR 2 TOA PAYOH Singapore,1.335657,103.8437717
4766,12 JOO SENG RD Singapore,1.3358429,103.8789539
4767,62 LOR 4 TOA PAYOH Singapore,1.3362715,103.8514714
4768,12 MARSILING LANE Singapore,1.4411312,103.7784392
4769,1 MARSILING DR Singapore,1.4406998,103.7765983
4770,146 WOODLANDS ST 13 Singapore,1.4360928,103.7740864
4771,151 WOODLANDS ST 13 Singapore,1.4353947,103.7742222
4772,161 WOODLANDS ST 13 Singapore,1.4333428,103.773679
4773,171 WOODLANDS ST 11 Singapore,1.4339862,103.7764856
4774,29 MARSILING DR Singapore,1.4435497,103.7734915
4775,840 WOODLANDS ST 82 Singapore,1.4438674,103.7922546
4776,30 MARSILING DR Singapore,1.4425639,103.7722757
4777,759 WOODLANDS AVE 6 Singapore,1.4464231,103.7952282
4778,549 WOODLANDS DR 44 Singapore,1.4319685,103.7943227
4779,734 WOODLANDS CIRCLE Singapore,1.4439831,103.7980353
4780,729 WOODLANDS CIRCLE Singapore,1.4425116,103.7985786
4781,545 WOODLANDS DR 16 Singapore,1.4291098,103.7937794
4782,601 WOODLANDS DR 42 Singapore,1.4387069,103.7965865
4783,644 WOODLANDS RING RD Singapore,1.4371343,103.8016574
4784,897B WOODLANDS DR 50 Singapore,1.4361204,103.793825
4785,756 WOODLANDS AVE 4 Singapore,1.4457024,103.793055
4786,406 WOODLANDS ST 41 Singapore,1.4293775,103.7725816
4787,880 WOODLANDS ST 82 Singapore,1.4444359,103.7926542
4788,787E WOODLANDS CRES Singapore,1.4448377,103.8022913
4789,795 WOODLANDS DR 72 Singapore,1.4429185,103.8040118
4790,892B WOODLANDS DR 50 Singapore,1.4375755,103.7896142
4791,899B WOODLANDS DR 50 Singapore,1.4361452,103.7954093
4792,690F WOODLANDS DR 75 Singapore,1.4426775,103.8073624
4793,669 WOODLANDS RING RD Singapore,1.4383288,103.7983975
4794,679 WOODLANDS AVE 6 Singapore,1.4402882,103.8020196
4795,401 WOODLANDS ST 41 Singapore,1.4304672,103.7728416
4796,718 WOODLANDS AVE 6 Singapore,1.4416521,103.8010688
4797,541 WOODLANDS DR 16 Singapore,1.4280868,103.793055
4798,10 MARSILING DR Singapore,1.440805,103.777276
4799,878 WOODLANDS AVE 9 Singapore,1.4453432,103.7917873
4800,688E WOODLANDS DR 75 Singapore,1.4438487,103.8079058
4801,503 WOODLANDS DR 14 Singapore,1.4325723,103.7916062
4802,629 WOODLANDS RING RD Singapore,1.4342008,103.8012952
4803,787D WOODLANDS CRES Singapore,1.4454474,103.8016348
4804,539 WOODLANDS DR 16 Singapore,1.4291186,103.7923306
4805,542 WOODLANDS DR 16 Singapore,1.4277883,103.79387
4806,405 WOODLANDS ST 41 Singapore,1.4299749,103.772321
4807,720 WOODLANDS AVE 6 Singapore,1.4423311,103.8009329
4808,833 WOODLANDS ST 83 Singapore,1.440142,103.790508
4809,893B WOODLANDS DR 50 Singapore,1.4369314,103.7899085
4810,141 MARSILING RD Singapore,1.4373587,103.7771194
4811,115 MARSILING RISE Singapore,1.4381433,103.7808315
4812,850 WOODLANDS ST 82 Singapore,1.440937,103.792059
4813,805 WOODLANDS ST 81 Singapore,1.4406729,103.78726
4814,228 YISHUN ST 21 Singapore,1.4353956,103.8375364
4815,239 YISHUN RING RD Singapore,1.4337854,103.8396007
4816,731 YISHUN ST 72 Singapore,1.4283169,103.8310968
4817,287 YISHUN AVE 6 Singapore,1.439716,103.837591
4818,303 YISHUN CTRL Singapore,1.4303668,103.8400579
4819,321 YISHUN CTRL Singapore,1.4291117,103.841326
4820,718 YISHUN ST 71 Singapore,1.42677,103.8283736
4821,781 YISHUN RING RD Singapore,1.4221972,103.8326561
4822,205 YISHUN ST 21 Singapore,1.4311456,103.8361002
4823,742 YISHUN AVE 5 Singapore,1.4298066,103.8329248
4824,437 YISHUN AVE 6 Singapore,1.4216773,103.8469065
4825,357 YISHUN RING RD Singapore,1.4263682,103.8460363
4826,610 YISHUN ST 61 Singapore,1.420661,103.835955
4827,353 YISHUN RING RD Singapore,1.4261543,103.8450399
4828,755 YISHUN ST 72 Singapore,1.427065,103.832583
4829,879 YISHUN ST 81 Singapore,1.4143978,103.8362536
4830,222 YISHUN ST 21 Singapore,1.4341235,103.8356352
4831,175 YISHUN AVE 7 Singapore,1.43753,103.832398
4832,416 YISHUN AVE 11 Singapore,1.423959,103.84564
4833,707 YISHUN AVE 5 Singapore,1.42895,103.827581
4834,840 YISHUN ST 81 Singapore,1.41568,103.833499
4835,240 YISHUN RING RD Singapore,1.4326547,103.8394914
4836,866 YISHUN ST 81 Singapore,1.4145933,103.8372726
4837,344 YISHUN AVE 11 Singapore,1.4290379,103.8443831
4838,355A YISHUN RING RD Singapore,1.4260098,103.8446775
4839,826 YISHUN ST 81 Singapore,1.4140537,103.8325399
4840,792 YISHUN RING RD Singapore,1.4207366,103.8321554
4841,328 YISHUN RING RD Singapore,1.4299299,103.8429467
4842,837 YISHUN ST 81 Singapore,1.41606,103.833003
4843,665 YISHUN AVE 4 Singapore,1.4197441,103.840624
4844,452 ANG MO KIO AVE 10 Singapore,1.3689024,103.8561218
4845,466 ANG MO KIO AVE 10 Singapore,1.365897,103.8569068
4846,625 ANG MO KIO AVE 9 Singapore,1.3822555,103.8412354
4847,461 ANG MO KIO AVE 10 Singapore,1.3675797,103.8572692
4848,463 ANG MO KIO AVE 10 Singapore,1.3669193,103.8574503
4849,107 ANG MO KIO AVE 4 Singapore,1.371434,103.8372499
4850,215 ANG MO KIO AVE 1 Singapore,1.3664997,103.8415977
4851,310C ANG MO KIO AVE 1 Singapore,1.3646259,103.844869
4852,308B ANG MO KIO AVE 1 Singapore,1.365242,103.844454
4853,414 ANG MO KIO AVE 10 Singapore,1.3640848,103.8536456
4854,350 ANG MO KIO ST 32 Singapore,1.3636482,103.8500447
4855,305 ANG MO KIO AVE 1 Singapore,1.3661074,103.8460363
4856,309A ANG MO KIO ST 31 Singapore,1.365018,103.845287
4857,307A ANG MO KIO AVE 1 Singapore,1.365971,103.844469
4858,431 ANG MO KIO AVE 10 Singapore,1.3682646,103.8529208
4859,430 ANG MO KIO AVE 3 Singapore,1.3689993,103.8525585
4860,553 ANG MO KIO AVE 10 Singapore,1.3725614,103.8572692
4861,437 ANG MO KIO AVE 10 Singapore,1.3672748,103.8530567
4862,520 ANG MO KIO AVE 5 Singapore,1.373385,103.851224
4863,541 BEDOK NTH ST 3 Singapore,1.3313958,103.9229638
4864,127 BEDOK RESERVOIR RD Singapore,1.332867,103.911183
4865,105 BEDOK RESERVOIR RD Singapore,1.3291336,103.909188
4866,109 BEDOK RESERVOIR RD Singapore,1.3298069,103.9097997
4867,110 BEDOK NTH RD Singapore,1.332529,103.934642
4868,740 BEDOK RESERVOIR RD Singapore,1.3383014,103.9225237
4869,41 BEDOK STH RD Singapore,1.3211247,103.9407294
4870,51 NEW UPP CHANGI RD Singapore,1.3234567,103.9422704
4871,605 BEDOK RESERVOIR RD Singapore,1.3302793,103.9135381
4872,116 BEDOK RESERVOIR RD Singapore,1.3311124,103.9086442
4873,613B BEDOK RESERVOIR RD Singapore,1.333107,103.9180696
4874,136 BEDOK RESERVOIR RD Singapore,1.3335538,103.9135607
4875,61 CHAI CHEE RD Singapore,1.3251171,103.9206073
4876,64 NEW UPP CHANGI RD Singapore,1.3242748,103.9399136
4877,131 BEDOK NTH AVE 3 Singapore,1.3269324,103.9357439
4878,128 BEDOK RESERVOIR RD Singapore,1.3334379,103.9114536
4879,61 NEW UPP CHANGI RD Singapore,1.3228071,103.9407294
4880,10F BEDOK STH AVE 2 Singapore,1.322266,103.9366942
4881,407 SIN MING AVE Singapore,1.363462,103.834051
4882,185 BISHAN ST 13 Singapore,1.3497371,103.8524679
4883,188 BISHAN ST 13 Singapore,1.3498877,103.8517432
4884,150 BISHAN ST 11 Singapore,1.344518,103.855269
4885,148 BISHAN ST 11 Singapore,1.344233,103.854642
4886,116 BISHAN ST 12 Singapore,1.3477784,103.8492973
4887,144 BISHAN ST 12 Singapore,1.3459243,103.8533738
4888,213 BISHAN ST 23 Singapore,1.3571573,103.8483915
4889,265 BISHAN ST 24 Singapore,1.3583707,103.8422445
4890,224 BISHAN ST 23 Singapore,1.358992,103.8477574
4891,228 BISHAN ST 23 Singapore,1.358119,103.846761
4892,161 BISHAN ST 13 Singapore,1.3475173,103.8564538
4893,301 SHUNFU RD Singapore,1.3493802,103.8382463
4894,238 BT BATOK EAST AVE 5 Singapore,1.3499194,103.7545095
4895,327 BT BATOK ST 33 Singapore,1.362798,103.7478789
4896,306 BT BATOK ST 31 Singapore,1.358251,103.747541
4897,129 BT BATOK WEST AVE 6 Singapore,1.351452,103.745978
4898,364 BT BATOK ST 31 Singapore,1.360665,103.7492367
4899,227 BT BATOK CTRL Singapore,1.3484741,103.7532735
4900,531 BT BATOK ST 51 Singapore,1.3563356,103.7503229
4901,176 BT BATOK WEST AVE 8 Singapore,1.3459833,103.7415428
4902,139 BT BATOK WEST AVE 6 Singapore,1.3512427,103.7441677
4903,187 BT BATOK WEST AVE 6 Singapore,1.3465511,103.7447108
4904,247 BT BATOK EAST AVE 5 Singapore,1.3498863,103.7567807
4905,290E BT BATOK ST 24 Singapore,1.3439848,103.7579268
4906,130 BT BATOK WEST AVE 6 Singapore,1.3511585,103.7460685
4907,625 BT BATOK CTRL Singapore,1.3512161,103.7487841
4908,315 BT BATOK ST 32 Singapore,1.3599469,103.7467021
4909,389 BT BATOK WEST AVE 5 Singapore,1.3653721,103.7522773
4910,402 BT BATOK WEST AVE 7 Singapore,1.3646506,103.7443487
4911,214 BT BATOK ST 21 Singapore,1.347389,103.7527269
4912,16 TAMAN HO SWEE Singapore,1.2880236,103.8316342
4913,38 KIM PONG RD Singapore,1.2849128,103.8302774
4914,23 LIM LIAK ST Singapore,1.285429,103.8317109
4915,24 TELOK BLANGAH CRES Singapore,1.2754355,103.8206751
4916,3 DELTA AVE Singapore,1.2917781,103.8271056
4917,101 BT PURMEI RD Singapore,1.2715336,103.825747
4918,9 JLN RUMAH TINGGI Singapore,1.2891029,103.8083586
4919,112A DEPOT RD Singapore,1.281639,103.80804
4920,56 HAVELOCK RD Singapore,1.2900861,103.828917
4921,66 TELOK BLANGAH DR Singapore,1.2741796,103.809717
4922,72 TELOK BLANGAH HTS Singapore,1.2761907,103.8095811
4923,84 TELOK BLANGAH HTS Singapore,1.2769561,103.8099886
4924,126 BT MERAH VIEW Singapore,1.2845563,103.8239356
4925,4B BOON TIONG RD Singapore,1.2866323,103.8319965
4926,74A REDHILL RD Singapore,1.288057,103.816181
4927,122 KIM TIAN RD Singapore,1.2834321,103.828917
4928,216 PETIR RD Singapore,1.3746049,103.7747428
4929,232 PENDING RD Singapore,1.3764327,103.7724115
4930,213 PETIR RD Singapore,1.3742703,103.7755576
4931,173 GANGSA RD Singapore,1.3799842,103.7667985
4932,164 GANGSA RD Singapore,1.3764769,103.7648974
4933,432 BT PANJANG RING RD Singapore,1.3862814,103.7711667
4934,222 PENDING RD Singapore,1.3752319,103.7740638
4935,518 JELAPANG RD Singapore,1.3870211,103.7669796
4936,621 SENJA RD Singapore,1.3860198,103.7627247
4937,612 SENJA RD Singapore,1.3839756,103.7612762
4938,522 JELAPANG RD Singapore,1.3863666,103.7660743
4939,179 LOMPANG RD Singapore,1.3799211,103.7650784
4940,617 BT PANJANG RING RD Singapore,1.3855799,103.7627247
4941,151 PETIR RD Singapore,1.3772025,103.7661648
4942,607 SENJA RD Singapore,1.3823605,103.7616383
4943,532 JELAPANG RD Singapore,1.3847617,103.7647163
4944,6 FARRER RD Singapore,1.3173316,103.808029
4945,8 SELEGIE RD Singapore,1.3030749,103.8505429
4946,637 VEERASAMY RD Singapore,1.3069042,103.8557291
4947,5 TG PAGAR PLAZA Singapore,1.2762569,103.8429313
4948,663 BUFFALO RD Singapore,1.3056666,103.8508537
4949,672B KLANG LANE Singapore,1.309091,103.8527809
4950,6 TECK WHYE AVE Singapore,1.3816739,103.7537627
4951,142 TECK WHYE LANE Singapore,1.3808043,103.7520428
4952,440 CHOA CHU KANG AVE 4 Singapore,1.383778,103.739234
4953,701 CHOA CHU KANG ST 53 Singapore,1.3916351,103.7462722
4954,280 CHOA CHU KANG AVE 3 Singapore,1.380767,103.742842
4955,452 CHOA CHU KANG AVE 4 Singapore,1.3804043,103.7351183
4956,283 CHOA CHU KANG AVE 3 Singapore,1.3796847,103.742991
4957,435 CHOA CHU KANG AVE 4 Singapore,1.3851398,103.7410676
4958,545 CHOA CHU KANG ST 52 Singapore,1.3934669,103.7434436
4959,296E CHOA CHU KANG AVE 2 Singapore,1.376944,103.7431086
4960,411 CHOA CHU KANG AVE 3 Singapore,1.381016,103.7409997
4961,615 CHOA CHU KANG ST 62 Singapore,1.4008648,103.7450728
4962,639 CHOA CHU KANG ST 64 Singapore,1.3977969,103.7491009
4963,660 CHOA CHU KANG CRES Singapore,1.4010562,103.7498703
4964,626 CHOA CHU KANG ST 62 Singapore,1.3983667,103.745797
4965,661 CHOA CHU KANG CRES Singapore,1.4008687,103.7505492
4966,621 CHOA CHU KANG ST 62 Singapore,1.3991659,103.7470642
4967,307 CHOA CHU KANG AVE 4 Singapore,1.3853509,103.742561
4968,484C CHOA CHU KANG AVE 5 Singapore,1.3756701,103.736904
4969,118 TECK WHYE LANE Singapore,1.3799337,103.7505039
4970,683A CHOA CHU KANG CRES Singapore,1.4037962,103.7455254
4971,684C CHOA CHU KANG CRES Singapore,1.4045361,103.747348
4972,688C CHOA CHU KANG CRES Singapore,1.4030635,103.7511204
4973,239 CHOA CHU KANG CTRL Singapore,1.379468,103.747602
4974,506 CHOA CHU KANG ST 51 Singapore,1.389056,103.742199
4975,461 CHOA CHU KANG AVE 4 Singapore,1.3782503,103.7344602
4976,619 CHOA CHU KANG NTH 7 Singapore,1.4002634,103.7475168
4977,250 CHOA CHU KANG AVE 2 Singapore,1.3793643,103.7453885
4978,708 CHOA CHU KANG ST 53 Singapore,1.3916859,103.7469737
4979,677 CHOA CHU KANG CRES Singapore,1.4016711,103.7451634
4980,681 CHOA CHU KANG CRES Singapore,1.402923,103.745549
